id,job_title,nice_areas,nice_subcategories,ksa,tasks
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Knowledge of mathematics, including logarithms, trigonometry, linear algebra, calculus, and statistics.",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Knowledge of electrical engineering as applied to computer architecture, including circuit boards, processors, chips, and associated computer hardware.",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Knowledge of confidentiality, integrity, and availability requirements.",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of various types of computer architectures.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Skill in writing code in a currently supported programming language (e.g., Java, C++).",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of circuit analysis.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of the Risk Management Framework Assessment Methodology. ,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of cybersecurity-enabled software products.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Knowledge of authentication, authorization, and access control methods.",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of computer algorithms.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Knowledge of encryption algorithms (e.g., Internet Protocol Security [IPSEC], Advanced Encryption Standard [AES], Generic Routing Encapsulation [GRE], Internet Key Exchange [IKE], Message Digest Algorithm [MD5], Secure Hash Algorithm [SHA], Triple Data Encryption Standard [3DES]).",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of cryptography and cryptographic key management concepts.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of organization's evaluation and validation criteria.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of human-computer interaction principles.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Ability to design architectures and frameworks.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Skill in applying cybersecurity methods, such as firewalls, demilitarized zones, and encryption.",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of microprocessors.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Ability to apply secure system design tools, methods and techniques.",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of N-tiered typologies including server and client operating systems. ,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Ability to apply system design tools, methods, and techniques, including automated systems analysis and design tools.",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of technology integration processes.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Skill in determining how a security system should work (including its resilience and dependability capabilities) and how changes in conditions, operations, or the environment will affect these outcomes.",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Skill in translating operational requirements into protection needs (i.e., security controls).",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of Personally Identifiable Information (PII) data security standards.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of Payment Card Industry (PCI) data security standards.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Knowledge of Personal Health Information (PHI) data security standards.,
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Ability to apply network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,"Skill in applying security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).",
m1,Cybersecurity Analyst,Securely Provision,Systems Architecture ,Skill in designing multi-level security/cross domain solutions.,
m1,Cybersecurity Analyst,Securely Provision,Systems Development,Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.,"Analyze design constraints, analyze trade-offs and detailed system and security design, and consider lifecycle support."
m1,Cybersecurity Analyst,Securely Provision,Systems Development,Knowledge of access authentication methods.,"Apply security policies to applications that interface with one another, such as Business-to-Business (B2B) applications."
m1,Cybersecurity Analyst,Securely Provision,Systems Development,Knowledge of computer algorithms.,Assess the effectiveness of cybersecurity measures utilized by system(s).
m1,Cybersecurity Analyst,Securely Provision,Systems Development,"Knowledge of encryption algorithms (e.g., Internet Protocol Security [IPSEC], Advanced Encryption Standard [AES], Generic Routing Encapsulation [GRE], Internet Key Exchange [IKE], Message Digest Algorithm [MD5], Secure Hash Algorithm [SHA], Triple Data Encryption Standard [3DES]).",Assess threats to and vulnerabilities of computer system(s) to develop a security risk profile.
m1,Cybersecurity Analyst,Securely Provision,Systems Development,Knowledge of cryptology.,"Build, test, and modify product prototypes using working models or theoretical models."
